Running total of all data acquisitions 
-DATA: mean of events per minute, standard deviation, variance, range -CONDITIONS: Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm) 
--- 0221_Hour24 --- DATA: 83.96666666666667, 8.944208744014038, 79.99887005649718, 38 --- CONDITIONS: 21, 23:53, Calm, 16, Fair, CLR, 7.8, 1.7, , , 66%, NA, NA, 76.86, 1024.6, , ,
--- 0222_Hour1 --- DATA: 83.21666666666667, 9.018045311648077, 81.32514124293786, 38 --- CONDITIONS: 22, 00:53, Calm, 16, Fair, CLR, 6.7, 1.7, , , 71%, NA, NA, 76.84, 1024.4, , ,
--- 0222_Hour2 --- DATA: 81.48333333333333, 9.951563486166837, 99.03361581920905, 44 --- CONDITIONS: 22, 01:53, Calm, 16, Fair, CLR, 5.6, 1.1, , , 73%, NA, NA, 76.81, 1024.0, , ,
--- 0222_Hour3 --- DATA: 83.36666666666666, 8.64745807006003, 74.77853107344633, 40 --- CONDITIONS: 22, 02:53, Calm, 16, Fair, CLR, 5.6, 1.7, , , 76%, NA, NA, 76.78, 1023.7, , ,
--- 0222_Hour4 --- DATA: 85.83333333333333, 10.032433279824208, 100.6497175141243, 47 --- CONDITIONS: 22, 03:53, Calm, 16, Fair, CLR, 5, 1.1, 9.4, 4.4, 76%, NA, NA, 76.78, 1023.5, , ,
--- 0222_Hour5 --- DATA: 84.03333333333333, 9.302754588714738, 86.54124293785311, 42 --- CONDITIONS: 22, 04:53, Calm, 16, Fair, CLR, 4.4, 0.6, , , 77%, NA, NA, 76.78, 1023.6, , ,
--- 0222_Hour6 --- DATA: 84.8, 9.429129046538243, 88.90847457627119, 46 --- CONDITIONS: 22, 05:53, Calm, 16, Fair, CLR, 4.4, 0.6, , , 77%, NA, NA, 76.76, 1023.2, , ,
--- 0222_Hour7 --- DATA: 84.66666666666667, 9.41269727849022, 88.5988700564972, 52 --- CONDITIONS: 22, 07:53, Calm, 16, Fair, CLR, 9.4, 2.8, , , 64%, NA, NA, 76.81, 1023.8, , ,
--- 0222_Hour8 --- DATA: 83.58333333333333, 8.226232670840417, 67.67090395480226, 40 --- CONDITIONS: 22, 07:53, Calm, 16, Fair, CLR, 9.4, 2.8, , , 64%, NA, NA, 76.81, 1023.8, , ,
--- 0222_Hour9 --- DATA: 85.1, 9.265756163861404, 85.8542372881356, 35 --- CONDITIONS: 22, 08:53, Calm, 16, Fair, CLR, 16.1, 1.1, , , 36%, NA, NA, 76.78, 1023.8, , ,
--- 0222_Hour10 --- DATA: 81.6, 9.34136055128762, 87.26101694915253, 43 --- CONDITIONS: 22, 10:53, SW11, 16, Fair, CLR, 20.6, 0, , , 25%, NA, NA, 76.73, 1023.0, , ,
--- 0222_Hour11 --- DATA: 83.1, 8.286603442313956, 68.66779661016949, 39 --- CONDITIONS: 22, 10:53, SW11, 16, Fair, CLR, 20.6, 0, , , 25%, NA, NA, 76.73, 1023.0, , ,
--- 0222_Hour12 --- DATA: 83.75, 11.133435670560479, 123.95338983050847, 55 --- CONDITIONS: 22, 11:53, SW13, 16, Fair, CLR, 21.7, 0, , , 24%, NA, NA, 76.68, 1022.2, , ,
--- 0222_Hour13 --- DATA: 83.06666666666666, 9.941978568328707, 98.84293785310734, 43 --- CONDITIONS: 22, 12:53, W14, 16, Fair, CLR, 22.8, -1.7, , , 19%, NA, NA, 76.58, 1020.9, , ,
--- 0222_Hour14 --- DATA: 82.26666666666667, 9.234912875561363, 85.28361581920906, 36 --- CONDITIONS: 22, 13:53, W19, 16, Fair, CLR, 22.2, 0.6, , , 24%, NA, NA, 76.53, 1020.1, , ,
--- 0222_Hour15 --- DATA: 82.91666666666667, 9.67311785514619, 93.56920903954801, 41 --- CONDITIONS: 22, 14:53, W23, 16, Fair, CLR, 22.8, 0, , , 22%, NA, NA, 76.48, 1019.5, , ,
--- 0222_Hour16 --- DATA: 82.98333333333333, 9.620760861180502, 92.55903954802258, 36 --- CONDITIONS: 22, 16:53, W19, 16, Fair, CLR, 22.2, -1.7, , , 20%, NA, NA, 76.4, 1018.6, , ,
--- 0222_Hour17 --- DATA: 83.1, 7.681587053533726, 59.00677966101695, 37 --- CONDITIONS: 22, 17:53, NW11, 16, Fair, CLR, 19.4, -2.2, , , 23%, NA, NA, 76.4, 1018.4, , ,
--- 0222_Hour18 --- DATA: 83.2, 8.426753199870364, 71.01016949152542, 46 --- CONDITIONS: 22, 17:53, NW11, 16, Fair, CLR, 19.4, -2.2, , , 23%, NA, NA, 76.4, 1018.4, , ,
--- 0222_Hour19 --- DATA: 85.46666666666667, 8.757498804495178, 76.69378531073447, 42 --- CONDITIONS: 22, 19:53, Calm, 16, Fair, CLR, 12.2, 9.4, , , 83%, NA, NA, 76.38, 1018.3, , ,
--- 0222_Hour20 --- DATA: 81.9, 10.87322944869958, 118.2271186440678, 63 --- CONDITIONS: 22, 19:53, Calm, 16, Fair, CLR, 12.2, 9.4, , , 83%, NA, NA, 76.38, 1018.3, , ,
--- 0222_Hour21 --- DATA: 83.1, 7.976023392176227, 63.616949152542375, 32 --- CONDITIONS: 22, 20:53, Calm, 16, Fair, CLR, 11.1, 7.8, , , 80%, NA, NA, 76.4, 1018.5, , ,
--- 0222_Hour22 --- DATA: 81.06666666666666, 8.682471464650101, 75.38531073446327, 39 --- CONDITIONS: 22, 21:53, NW5, 16, Fair, CLR, 11.1, 4.4, 22.8, 9.4, 64%, NA, NA, 76.43, 1018.8, , ,
--- 0222_Hour23 --- DATA: 82.31666666666666, 9.426776983348303, 88.86412429378531, 42 --- CONDITIONS: 22, 22:53, Calm, 16, Fair, CLR, 9.4, 3.3, , , 66%, NA, NA, 76.4, 1018.6, , ,
--- 0222_Hour24 --- DATA: 82.96666666666667, 9.362685886306862, 87.65988700564971, 51 --- CONDITIONS: 22, 23:53, Calm, 16, Fair, CLR, 9.4, 3.9, , , 69%, NA, NA, 76.35, 1018.0, , ,
--- 0223_Hour1 --- DATA: 78.59016393442623, 13.235529266813533, 175.1792349726776, 96 --- CONDITIONS: 23, 00:53, Calm, 16, Fair, CLR, 8.3, 2.8, , , 69%, NA, NA, 76.33, 1017.7, , ,
--- 0223_Hour2 --- DATA: 84.39344262295081, 13.950243353342849, 194.60928961748633, 105 --- CONDITIONS: 23, 01:53, Calm, 16, Fair, CLR, 7.8, 1.7, , , 66%, NA, NA, 76.33, 1017.4, , ,
--- 0223_Hour3 --- DATA: 84.05, 9.43025243654427, 88.92966101694915, 58 --- CONDITIONS: 23, 02:53, Calm, 16, Fair, CLR, 7.2, 2.2, , , 71%, NA, NA, 76.28, 1016.8, , ,
--- 0223_Hour4 --- DATA: 84.65, 10.030166363931139, 100.60423728813561, 49 --- CONDITIONS: 22, 23:53, Calm, 16, Fair, CLR, 9.4, 3.9, , , 69%, NA, NA, 76.35, 1018.0, , ,
--- 0223_Hour5 --- DATA: 84.04918032786885, 14.535503923735835, 211.28087431693987, 111 --- CONDITIONS: 22, 23:53, Calm, 16, Fair, CLR, 9.4, 3.9, , , 69%, NA, NA, 76.35, 1018.0, , ,
--- 0223_Hour6 --- DATA: 82.95, 9.622404999068667, 92.5906779661017, 42 --- CONDITIONS: 23, 05:53, Calm, 16, Fair, CLR, 7.2, 1.7, , , 68%, NA, NA, 76.25, 1016.6, , ,
--- 0223_Hour7 --- DATA: 84.01666666666667, 9.267204187149849, 85.8810734463277, 44 --- CONDITIONS: 23, 06:53, Calm, 16, Fair, CLR, 6.7, 1.7, , , 71%, NA, NA, 76.28, 1016.9, , ,
--- 0223_Hour8 --- DATA: 87.53333333333333, 9.564175151453657, 91.4734463276836, 43 --- CONDITIONS: 23, 05:53, Calm, 16, Fair, CLR, 7.2, 1.7, , , 68%, NA, NA, 76.25, 1016.6, , ,
--- 0223_Hour9 --- DATA: 85.21666666666667, 8.266927506364151, 68.34209039548021, 43 --- CONDITIONS: 23, 08:53, Calm, 16, Fair, CLR, 17.8, 2.8, , , 37%, NA, NA, 76.33, 1017.4, , ,
--- 0223_Hour10 --- DATA: 82.73333333333333, 9.69862241950671, 94.0632768361582, 46 --- CONDITIONS: 19, 09:53, SE13, 16, Fair, CLR, 14.4, 6.1, 14.4, 2.8, 58%, NA, NA, 76.86, 1024.6, , ,
--- 0223_Hour11 --- DATA: 87.4, 8.940860308205663, 79.93898305084745, 39 --- CONDITIONS: 23, 08:53, Calm, 16, Fair, CLR, 17.8, 2.8, , , 37%, NA, NA, 76.33, 1017.4, , ,
--- 0223_Hour12 --- DATA: 83.7, 8.431780076249456, 71.09491525423728, 37 --- CONDITIONS: 22, 20:53, Calm, 16, Fair, CLR, 11.1, 7.8, , , 80%, NA, NA, 76.4, 1018.5, , ,
--- 0223_Hour13 --- DATA: 84.35, 10.326574242856163, 106.63813559322031, 42 --- CONDITIONS: 22, 20:53, Calm, 16, Fair, CLR, 11.1, 7.8, , , 80%, NA, NA, 76.4, 1018.5, , ,
--- 0223_Hour14 --- DATA: 85.8, 10.245792852992913, 104.97627118644066, 44 --- CONDITIONS: 23, 13:53, W21, 16, Fair, CLR, 21.1, 1.1, , , 27%, NA, NA, 76.15, 1015.1, , ,
--- 0223_Hour15 --- DATA: 83.41666666666667, 9.526575970279884, 90.75564971751413, 46 --- CONDITIONS: 23, 15:53, W21, 16, Mostly Cloudy, BKN220, 21.1, 1.7, 23.9, 16.1, 28%, NA, NA, 76.1, 1014.5, , ,
--- 0223_Hour16 --- DATA: 83.06666666666666, 9.525819803977667, 90.7412429378531, 44 --- CONDITIONS: 23, 15:53, W21, 16, Mostly Cloudy, BKN220, 21.1, 1.7, 23.9, 16.1, 28%, NA, NA, 76.1, 1014.5, , ,
--- 0223_Hour17 --- DATA: 82.46666666666667, 9.276298696900843, 86.0497175141243, 45 --- CONDITIONS: 23, 16:53, W10, 16, Fair, CLR, 18.9, 2.8, , , 34%, NA, NA, 76.1, 1014.3, , ,
--- 0223_Hour18 --- DATA: 83.85, 7.882237056632409, 62.12966101694914, 36 --- CONDITIONS: 23, 17:53, W10, 16, Mostly Cloudy, BKN220, 16.1, 5.6, , , 50%, NA, NA, 76.1, 1014.5, , ,
--- 0223_Hour19 --- DATA: 85.5, 9.99745730385346, 99.94915254237289, 45 --- CONDITIONS: 23, 18:53, SW11, 16, Fair, CLR, 14.4, 7.8, , , 65%, NA, NA, 76.1, 1014.5, , ,
--- 0223_Hour20 --- DATA: 82.16666666666667, 8.632156410410166, 74.51412429378531, 46 --- CONDITIONS: 23, 19:53, Calm, 16, Mostly Cloudy, BKN250, 13.3, 8.3, , , 72%, NA, NA, 76.12, 1014.9, , ,
--- 0223_Hour21 --- DATA: 83.15, 9.249507545297126, 85.55338983050846, 39 --- CONDITIONS: 23, 20:53, SE5, 16, Fair, CLR, 12.2, 7.2, , , 72%, NA, NA, 76.15, 1015.3, , ,
--- 0223_Hour22 --- DATA: 83.06666666666666, 10.444147930238278, 109.08022598870053, 48 --- CONDITIONS: 23, 21:53, Calm, 16, Fair, CLR, 11.7, 7.2, 21.1, 11.1, 74%, NA, NA, 76.2, 1015.7, , ,
--- 0223_Hour23 --- DATA: 82.06666666666666, 9.731769861272324, 94.70734463276837, 44 --- CONDITIONS: 23, 22:53, Calm, 16, Fair, CLR, 10, 5.6, , , 74%, NA, NA, 76.2, 1015.7, , ,
--- 0223_Hour24 --- DATA: 83.3, 8.451857683674326, 71.43389830508475, 39 --- CONDITIONS: 23, 23:53, Calm, 16, Fair, CLR, 10, 5.6, , , 74%, NA, NA, 76.17, 1015.4, , ,
--- 0224_Hour1 --- DATA: 85.26666666666667, 8.215047513539863, 67.4870056497175, 35 --- CONDITIONS: 24, 00:53, NE5, 16, Fair, CLR, 10, 5, , , 71%, NA, NA, 76.15, 1015.3, , ,
--- 0224_Hour2 --- DATA: 83.05, 8.135348689827914, 66.18389830508475, 44 --- CONDITIONS: 24, 01:53, NE8, 16, Fair, CLR, 8.9, 3.9, , , 71%, 7.8, NA, 76.17, 1015.5, , ,
--- 0224_Hour3 --- DATA: 83.51666666666667, 8.329021483347038, 69.37259887005649, 39 --- CONDITIONS: 24, 03:53, Calm, 16, Fair, CLR, 6.7, 2.8, 11.7, 6.7, 76%, NA, NA, 76.2, 1015.9, , ,
--- 0224_Hour4 --- DATA: 83.81666666666666, 8.897708077901186, 79.16920903954802, 38 --- CONDITIONS: , , , , , , , , , , , , , , , , ,
--- 0224_Hour5 --- DATA: 82.81666666666666, 8.466267395719274, 71.67768361581923, 36 --- CONDITIONS: , , , , , , , , , , , , , , , , ,
--- 0224_Hour6 --- DATA: 83.47540983606558, 14.162869950892778, 200.5868852459016, 103 --- CONDITIONS: , , , , , , , , , , , , , , , , ,
--- 0224_Hour7 --- DATA: 83.2, 9.571851387430273, 91.62033898305084, 54 --- CONDITIONS: , , , , , , , , , , , , , , , , ,
--- 0224_Hour8 --- DATA: 83.71666666666667, 9.649961213001292, 93.12175141242938, 39 --- CONDITIONS: 24, 07:53, Calm, 16, Fair, CLR, 10.6, 6.1, , , 74%, NA, NA, 76.33, 1017.6, , ,
--- 0224_Hour9 --- DATA: 84.08333333333333, 9.111906285634861, 83.0268361581921, 48 --- CONDITIONS: 24, 09:53, SE10, 16, Fair, CLR, 16.7, 9.4, 17.2, 5, 62%, NA, NA, 76.35, 1017.9, , ,
--- 0224_Hour10 --- DATA: 83.4, 9.529970565696981, 90.82033898305085, 43 --- CONDITIONS: 24, 10:53, S11, 16, Fair, CLR, 17.2, 10.6, , , 65%, NA, NA, 76.35, 1017.8, , ,
--- 0224_Hour11 --- DATA: 82.8360655737705, 13.807220729107474, 190.6393442622951, 103 --- CONDITIONS: 24, 10:53, S11, 16, Fair, CLR, 17.2, 10.6, , , 65%, NA, NA, 76.35, 1017.8, , ,
--- 0224_Hour12 --- DATA: 83.96666666666667, 9.695301442270745, 93.99887005649718, 42 --- CONDITIONS: 24, 12:53, S10, 16, Fair, CLR, 17.8, 10, , , 60%, NA, NA, 76.25, 1016.5, , ,
--- 0224_Hour13 --- DATA: 85.36666666666666, 10.867408383407307, 118.10056497175141, 54 --- CONDITIONS: 24, 13:53, S10, 16, Fair, CLR, 17.8, 10, , , 60%, NA, NA, 76.2, 1015.7, , ,
--- 0224_Hour14 --- DATA: 84.58333333333333, 9.27415155179436, 86.00988700564972, 49 --- CONDITIONS: 24, 14:53, SE11, 16, Fair, CLR, 17.8, 11.1, , , 65%, NA, NA, 76.17, 1015.6, , ,
--- 0224_Hour15 --- DATA: 85.13333333333334, 10.024489786529088, 100.49039548022598, 53 --- CONDITIONS: 24, 14:53, SE11, 16, Fair, CLR, 17.8, 11.1, , , 65%, NA, NA, 76.17, 1015.6, , ,
--- 0224_Hour16 --- DATA: 82.75, 9.345759484332081, 87.34322033898304, 43 --- CONDITIONS: 24, 16:53, SE8, 14, Fair, CLR, 15, 11.1, , , 78%, NA, NA, 76.12, 1015.0, , ,
--- 0224_Hour17 --- DATA: 85.88333333333334, 10.09126433204527, 101.83361581920906, 53 --- CONDITIONS: 24, 16:53, SE8, 14, Fair, CLR, 15, 11.1, , , 78%, NA, NA, 76.12, 1015.0, , ,
--- 0224_Hour18 --- DATA: 85.18333333333334, 10.52115168450496, 110.69463276836159, 59 --- CONDITIONS: 24, 17:53, Calm, 10, Fair with Haze, CLR, 13.3, 11.1, , , 87%, NA, NA, 76.15, 1015.2, , ,
--- 0224_Hour19 --- DATA: 82.46666666666667, 8.476221309263687, 71.84632768361583, 34 --- CONDITIONS: 24, 18:53, NE5, 8, Fair with Haze, CLR, 12.2, 11.1, , , 93%, NA, NA, 76.2, 1015.8, , ,
--- 0224_Hour20 --- DATA: 83.88333333333334, 8.441406555353696, 71.25734463276837, 33 --- CONDITIONS: 24, 19:53, Calm, 10, Fair with Haze, CLR, 10, 8.9, , , 93%, NA, NA, 76.23, 1016.2, , ,
--- 0224_Hour21 --- DATA: 84.98333333333333, 9.451915179738537, 89.33870056497176, 42 --- CONDITIONS: 24, 20:53, Calm, 13, Fair with Haze, CLR, 10.6, 8.9, , , 89%, NA, NA, 76.25, 1016.4, , ,
--- 0224_Hour22 --- DATA: 83.25, 7.920419865604198, 62.733050847457626, 33 --- CONDITIONS: 24, 21:53, Vrbl5, 16, Fair with Haze, CLR, 11.7, 4.4, 16.7, 8.9, 61%, NA, NA, 76.25, 1016.7, , ,
--- 0224_Hour23 --- DATA: 83.63333333333334, 7.666715794487645, 58.778531073446324, 38 --- CONDITIONS: 24, 22:53, Vrbl10, 16, Fair with Haze, CLR, 17.2, -3.9, , , 24%, NA, NA, 76.28, 1016.9, , ,
--- 0224_Hour24 --- DATA: 81.31147540983606, 14.284654917785678, 204.05136612021857, 113 --- CONDITIONS: 25, 00:53, Calm, 16, Fair with Haze, CLR, 10.6, 5.6, , , 71%, NA, NA, 76.35, 1017.7, , ,
--- 0225_Hour1 --- DATA: 79.33333333333333, 9.216173452542256, 84.93785310734464, 40 --- CONDITIONS: 25, 00:53, Calm, 16, Fair with Haze, CLR, 10.6, 5.6, , , 71%, NA, NA, 76.35, 1017.7, , ,
--- 0225_Hour2 --- DATA: 83.81666666666666, 9.49663931041347, 90.1861581920904, 42 --- CONDITIONS: 25, 01:53, Calm, 16, Fair with Haze, CLR, 7.8, 3.9, , , 77%, NA, NA, 76.35, 1018.0, , ,
--- 0225_Hour3 --- DATA: 82.68333333333334, 8.662194630646962, 75.03361581920905, 38 --- CONDITIONS: 25, 02:53, Calm, 16, Fair with Haze, CLR, 7.2, 1.7, , , 68%, NA, NA, 76.38, 1018.1, , ,
--- 0225_Hour4 --- DATA: 81.9, 10.124144659414235, 102.49830508474577, 42 --- CONDITIONS: 25, 03:53, W11, 16, Fair with Haze, CLR, 4.4, 0.6, 21.1, 4.4, 77%, 1.7, NA, 76.4, 1018.4, , ,
--- 0225_Hour5 --- DATA: 84.38333333333334, 10.042438198552752, 100.85056497175142, 55 --- CONDITIONS: 25, 05:53, E5, 16, Fair with Haze, CLR, 5.6, 0.6, , , 71%, NA, NA, 76.48, 1019.5, , ,
--- 0225_Hour6 --- DATA: 83.91666666666667, 8.103758631326716, 65.67090395480226, 37 --- CONDITIONS: 25, 06:53, Calm, 16, Fair, CLR, 4.4, 0, , , 73%, NA, NA, 76.53, 1020.3, , ,
--- 0225_Hour7 --- DATA: 82.65, 9.170374186033218, 84.0957627118644, 42 --- CONDITIONS: 25, 06:53, Calm, 16, Fair, CLR, 4.4, 0, , , 73%, NA, NA, 76.53, 1020.3, , ,
--- 0225_Hour8 --- DATA: 84.65, 8.303205425556028, 68.94322033898305, 40 --- CONDITIONS: 25, 07:53, Calm, 16, Fair, CLR, 10, 2.2, , , 59%, NA, NA, 76.58, 1020.8, , ,
--- 0225_Hour9 --- DATA: 82.78333333333333, 7.666992132615105, 58.78276836158192, 31 --- CONDITIONS: 25, 09:53, W16, 16, Fair, CLR, 16.7, 3.9, 16.7, 3.9, 43%, NA, NA, 76.63, 1021.5, , ,
--- 0225_Hour10 --- DATA: 84.71666666666667, 9.892801126288438, 97.86751412429379, 45 --- CONDITIONS: 25, 09:53, W16, 16, Fair, CLR, 16.7, 3.9, 16.7, 3.9, 43%, NA, NA, 76.63, 1021.5, , ,
--- 0225_Hour11 --- DATA: 85.41666666666667, 10.621838180262568, 112.82344632768361, 51 --- CONDITIONS: 25, 11:53, W16, 16, Fair, CLR, 17.2, 4.4, , , 43%, NA, NA, 76.61, 1021.1, , ,
--- 0225_Hour12 --- DATA: 83.86666666666666, 6.149181195779732, 37.812429378531064, 27 --- CONDITIONS: 25, 11:53, W16, 16, Fair, CLR, 17.2, 4.4, , , 43%, NA, NA, 76.61, 1021.1, , ,
--- 0225_Hour13 --- DATA: 82.59016393442623, 14.49411035464673, 210.0792349726776, 111 --- CONDITIONS: 25, 12:53, S13, 16, Fair, CLR, 17.8, 1.7, , , 34%, NA, NA, 76.53, 1020.3, , ,
--- 0225_Hour14 --- DATA: 84.5, 8.871015457896423, 78.69491525423729, 53 --- CONDITIONS: 25, 13:53, SE13, 16, Fair, CLR, 17.8, -3.3, , , 24%, NA, NA, 76.43, 1019.0, , ,
--- 0225_Hour15 --- DATA: 84.08333333333333, 9.678373001429645, 93.67090395480226, 40 --- CONDITIONS: 25, 14:53, SE11, 16, Fair, CLR, 17.2, 2.2, , , 37%, NA, NA, 76.4, 1018.5, , ,
--- 0225_Hour16 --- DATA: 84.58333333333333, 8.8380756910599, 78.11158192090394, 41 --- CONDITIONS: 25, 15:53, SW8, 16, Fair, CLR, 16.1, 7.8, 18.9, 16.1, 58%, NA, NA, 76.4, 1018.5, , ,
--- 0225_Hour17 --- DATA: 83.21666666666667, 7.882810448372569, 62.13870056497175, 37 --- CONDITIONS: 25, 17:53, Calm, 16, Fair, CLR, 13.3, 3.9, , , 53%, NA, NA, 76.35, 1018.0, , ,
--- 0225_Hour18 --- DATA: 81.85245901639344, 14.071053106257743, 197.9945355191257, 103 --- CONDITIONS: 25, 17:53, Calm, 16, Fair, CLR, 13.3, 3.9, , , 53%, NA, NA, 76.35, 1018.0, , ,
--- 0225_Hour19 --- DATA: 82.52459016393442, 13.911154466083502, 193.52021857923498, 107 --- CONDITIONS: 25, 18:53, Calm, 16, Fair, CLR, 13.3, 4.4, , , 55%, NA, NA, 76.38, 1018.3, , ,
--- 0225_Hour20 --- DATA: 84.13333333333334, 9.546437203314971, 91.13446327683616, 59 --- CONDITIONS: 25, 20:53, W5, 16, Fair, CLR, 7.8, 3.9, , , 77%, NA, NA, 76.43, 1018.8, , ,
--- 0225_Hour21 --- DATA: 84.73333333333333, 7.3157982445391605, 53.52090395480226, 33 --- CONDITIONS: 25, 21:53, W5, 16, Fair, CLR, 7.2, 2.2, 16.1, 6.1, 71%, NA, NA, 76.4, 1018.7, , ,
--- 0225_Hour22 --- DATA: 84.24590163934427, 14.161750995439462, 200.5551912568306, 105 --- CONDITIONS: 25, 22:53, Calm, 16, Fair, CLR, 5.6, 1.1, , , 73%, NA, NA, 76.43, 1018.9, , ,
--- 0225_Hour23 --- DATA: 86.05, 8.759353354354456, 76.72627118644067, 40 --- CONDITIONS: 25, 22:53, Calm, 16, Fair, CLR, 5.6, 1.1, , , 73%, NA, NA, 76.43, 1018.9, , ,
--- 0225_Hour24 --- DATA: 85.14754098360656, 14.5646101510634, 212.12786885245902, 116 --- CONDITIONS: 25, 23:53, N5, 16, Fair, CLR, 6.7, 1.7, , , 71%, NA, NA, 76.43, 1018.9, , ,
--- 0226_Hour1 --- DATA: 84.93333333333334, 9.109255242523744, 82.97853107344632, 43 --- CONDITIONS: 26, 00:53, N5, 16, Fair, CLR, 6.1, 0.6, , , 68%, NA, NA, 76.4, 1018.6, , ,
--- 0226_Hour2 --- DATA: 86.88333333333334, 9.00299699001726, 81.05395480225987, 46 --- CONDITIONS: 26, 01:53, E5, 16, Fair, CLR, 6.1, 0, , , 65%, NA, NA, 76.38, 1018.1, , ,
--- 0226_Hour3 --- DATA: 86.76666666666667, 7.99229855286901, 63.87683615819208, 41 --- CONDITIONS: 26, 02:53, N8, 16, Fair, CLR, 4.4, -0.6, , , 70%, 2.2, NA, 76.3, 1017.4, , ,
--- 0226_Hour4 --- DATA: 87.95, 7.958419483664209, 63.3364406779661, 35 --- CONDITIONS: 26, 03:53, Calm, 16, Fair, CLR, 2.8, -1.1, 7.8, 2.8, 76%, NA, NA, 76.28, 1016.8, , ,
--- 0226_Hour5 --- DATA: 84.71666666666667, 8.588702999233327, 73.76581920903955, 38 --- CONDITIONS: 26, 04:53, Vrbl5, 16, Fair, CLR, 2.2, -1.7, , , 76%, NA, NA, 76.28, 1016.7, , ,
--- 0226_Hour6 --- DATA: 85.09836065573771, 14.817450205790903, 219.55683060109288, 114 --- CONDITIONS: 26, 05:53, N5, 16, Fair, CLR, 4.4, -0.6, , , 70%, NA, NA, 76.28, 1016.9, , ,
--- 0226_Hour7 --- DATA: 86.95, 9.033693990757273, 81.60762711864407, 48 --- CONDITIONS: 26, 07:53, Calm, 16, Fair, CLR, 8.9, 3.3, , , 68%, NA, NA, 76.33, 1017.5, , ,
--- 0226_Hour8 --- DATA: 87.86666666666666, 8.714816268795921, 75.94802259887005, 38 --- CONDITIONS: 26, 07:53, Calm, 16, Fair, CLR, 8.9, 3.3, , , 68%, NA, NA, 76.33, 1017.5, , ,
--- 0226_Hour9 --- DATA: 86.26666666666667, 10.609983572674812, 112.57175141242936, 48 --- CONDITIONS: 26, 09:53, SE11, 16, Fair, CLR, 16.7, 1.7, 16.7, 2.2, 37%, NA, NA, 76.35, 1017.7, , ,
--- 0226_Hour10 --- DATA: 86.25, 9.353010935486072, 87.47881355932203, 45 --- CONDITIONS: 26, 10:53, SE14, 16, Fair, CLR, 16.7, 1.1, , , 35%, NA, NA, 76.33, 1017.5, , ,
--- 0226_Hour11 --- DATA: 85.33333333333333, 10.09390933433214, 101.88700564971751, 43 --- CONDITIONS: 26, 11:53, SE10, 16, Fair, CLR, 18.3, 0, , , 29%, NA, NA, 76.28, 1016.7, , ,
--- 0226_Hour12 --- DATA: 84.8, 8.69014637781186, 75.5186440677966, 44 --- CONDITIONS: 26, 11:53, SE10, 16, Fair, CLR, 18.3, 0, , , 29%, NA, NA, 76.28, 1016.7, , ,
--- 0226_Hour13 --- DATA: 86.06666666666666, 8.80267037038861, 77.48700564971753, 38 --- CONDITIONS: 26, 12:53, SW5, 16, Fair, CLR, 18.9, 2.8, , , 34%, NA, NA, 76.17, 1015.4, , ,
--- 0226_Hour14 --- DATA: 86.46666666666667, 8.116663476373809, 65.88022598870056, 32 --- CONDITIONS: 26, 13:53, SE11, 16, Fair, CLR, 18.3, 8.9, , , 54%, NA, NA, 76.07, 1014.2, , ,
--- 0226_Hour15 --- DATA: 87.5, 7.536352577307641, 56.79661016949152, 38 --- CONDITIONS: 26, 14:53, SE10, 16, Fair, CLR, 17.2, 7.8, , , 54%, NA, NA, 76, 1013.2, , ,
--- 0226_Hour16 --- DATA: 84.91666666666667, 9.209964512835194, 84.82344632768361, 47 --- CONDITIONS: 26, 15:53, SE10, 16, Fair, CLR, 17.2, 6.1, 20, 16.1, 48%, NA, NA, 75.95, 1012.6, , ,
--- 0226_Hour17 --- DATA: 86.15, 9.463265283743688, 89.5533898305085, 39 --- CONDITIONS: 26, 17:53, SE8, 16, Fair, CLR, 14.4, 10, , , 75%, NA, NA, 75.95, 1012.4, , ,
--- 0226_Hour18 --- DATA: 87.21666666666667, 8.741274907337585, 76.40988700564971, 35 --- CONDITIONS: 26, 17:53, SE8, 16, Fair, CLR, 14.4, 10, , , 75%, NA, NA, 75.95, 1012.4, , ,
--- 0226_Hour19 --- DATA: 84.13333333333334, 8.701191554222723, 75.71073446327684, 47 --- CONDITIONS: 26, 18:53, NW14, 16, Fair, CLR, 16.7, 4.4, , , 44%, NA, NA, 75.95, 1012.6, , ,
--- 0226_Hour20 --- DATA: 85.83333333333333, 9.035085409755787, 81.63276836158191, 47 --- CONDITIONS: 26, 19:53, NW16, 16, Fair, CLR, 14.4, 5, , , 53%, NA, NA, 76, 1013.2, , ,
--- 0226_Hour21 --- DATA: 85.71666666666667, 8.076103412394101, 65.22344632768363, 34 --- CONDITIONS: 26, 20:53, NW14, 16, Fair, CLR, 13.9, 3.9, , , 51%, NA, NA, 76.02, 1013.4, , ,
--- 0226_Hour22 --- DATA: 83.67213114754098, 14.454205053057985, 208.92404371584698, 106 --- CONDITIONS: 26, 21:53, NW13, 16, Fair, CLR, 11.7, 5, 20.6, 11.7, 64%, NA, NA, 76.02, 1013.6, , ,
